loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
854,1,Not Graduate,No,5040427,30442788,9,687,24683973,6342283,14545130,6937855,Approved
855,1,Not Graduate,Yes,5910071,21246388,15,853,7975045,9685665,4435305,3186234,Approved
856,5,Graduate,Yes,6260344,18937886,11,397,3164836,15358843,3726553,9891023,Rejected
857,1,Not Graduate,Yes,1387013,34245789,14,878,8020526,12058590,17277266,10938600,Approved
858,0,Graduate,Yes,2723205,33867965,4,331,6847635,11663941,28338373,10667186,Rejected
859,4,Not Graduate,Yes,7964568,15595096,16,437,26153677,8423666,34781598,1706851,Rejected
860,4,Not Graduate,No,9742827,38100017,10,605,414606,13511636,36855256,5123536,Rejected
861,5,Not Graduate,No,2846934,32735537,7,829,24169943,16821288,18852626,7322955,Approved
862,5,Graduate,No,4127056,33472184,14,632,19113494,12958573,35206525,14476646,Approved
863,0,Graduate,Yes,9169874,2516246,4,383,3077941,7824498,17881196,8026084,Rejected
864,4,Graduate,No,1790801,5396474,11,449,19935592,16295074,18555866,9605124,Rejected
865,5,Graduate,No,2759586,11986266,10,757,16883235,18285517,8205482,4988511,Approved
866,4,Not Graduate,Yes,747971,30141772,5,637,108866,15453548,24616704,4342501,Rejected
867,4,Graduate,No,2500741,3364496,20,307,6500799,17012597,12160517,11706142,Rejected
868,5,Graduate,Yes,6434485,3548636,8,601,10127537,5150651,19012445,12267081,Approved
869,2,Not Graduate,No,3612603,1540687,2,544,6260523,8169102,36714703,814612,Rejected
870,0,Graduate,Yes,9837123,7823443,10,300,16843468,4837271,21418273,7919836,Rejected
871,2,Not Graduate,Yes,8937242,36319400,20,448,17908256,7096536,11877416,11428434,Rejected
872,1,Graduate,Yes,8978786,28571374,14,862,4938166,14229764,26280679,2320769,Approved
873,0,Graduate,No,7318440,28401255,14,723,3604505,13126583,28670354,9496681,Approved
874,0,Not Graduate,Yes,7080625,11767304,19,342,19070203,61886,23781251,6962648,Rejected
875,4,Not Graduate,No,5194741,24804315,3,309,13670568,14652950,1651953,7456098,Rejected
876,3,Not Graduate,Yes,9907860,30836166,12,507,7713613,3726379,8863812,8730280,Rejected
877,3,Not Graduate,No,1134585,21173718,8,579,7444412,3605714,5029907,12823878,Rejected
878,4,Graduate,Yes,7283717,33860541,14,572,1140930,10546166,37465908,1276817,Rejected
879,3,Not Graduate,Yes,1574509,22626518,18,718,24849143,4676276,12209934,2973022,Approved
880,3,Graduate,Yes,3524661,13023734,3,404,24494978,18681673,18593248,5072004,Rejected
881,0,Not Graduate,Yes,2705080,25336663,5,328,16135782,2837298,35335697,11771378,Rejected
882,5,Graduate,Yes,6091938,37270959,20,704,10168118,2941892,38856948,8706248,Approved
883,2,Not Graduate,Yes,7914668,32701928,11,839,6259666,14757422,8596232,2760285,Approved
884,0,Graduate,No,981713,19839835,7,400,8946723,5559599,33687737,347299,Rejected
885,4,Not Graduate,Yes,6096199,23698031,4,517,26960150,13859396,28488388,14559557,Rejected
886,4,Not Graduate,Yes,2372488,38557758,8,676,2586069,13220760,24068927,2024230,Approved
887,0,Not Graduate,Yes,954585,29644366,2,399,23946289,3667643,6566959,481642,Rejected
888,1,Not Graduate,No,4291894,19998187,6,816,8860871,11250006,27092779,5976483,Approved
889,0,Graduate,Yes,5896409,11314339,5,435,7720003,10415370,24023408,8131999,Rejected
890,1,Graduate,No,2177821,35810284,3,620,23564351,1835220,17494738,3801872,Approved
891,0,Not Graduate,Yes,4020081,38589061,20,503,27966581,14826243,23003666,2469847,Rejected
892,4,Graduate,No,9544310,3072807,17,701,28853870,16633567,8260782,1272400,Approved
893,3,Graduate,Yes,3598196,1550370,19,419,7791202,18372356,24380357,5997233,Rejected
894,5,Graduate,Yes,9956856,4811852,6,359,17201027,1705247,6005605,13992046,Rejected
895,4,Not Graduate,No,8375373,15453802,7,606,8515914,3463339,11222039,2174816,Approved
896,3,Graduate,Yes,3835172,6567141,7,819,5630311,16006825,19401319,8420083,Approved
897,3,Graduate,Yes,5852718,34876343,12,680,11231533,5903997,6354437,2849234,Approved
898,0,Not Graduate,No,7150444,36137232,5,754,1816935,12135435,35816367,9903533,Approved
899,0,Graduate,Yes,4753499,7376500,6,560,4795831,6757791,34750241,896413,Rejected
900,3,Graduate,No,4196153,32799544,20,384,17330156,4221071,18593934,2987707,Rejected
901,0,Graduate,Yes,3431417,5840453,8,556,19992169,12124560,22322202,117652,Rejected
902,0,Not Graduate,Yes,1567190,31163263,16,893,7870683,3987145,11430975,9531946,Approved
903,1,Graduate,Yes,444309,14624886,6,769,16218516,2646525,8312092,10573796,Approved
904,5,Not Graduate,Yes,3501883,1879323,19,722,22247353,10290761,37672744,2521635,Approved
905,2,Graduate,Yes,7998243,17085232,15,480,26028858,3752523,16202498,6665869,Rejected
906,4,Graduate,No,2487042,32552230,18,660,16542795,3729668,37380301,4310207,Approved
907,2,Graduate,No,1961530,36889048,11,674,7009469,15140474,2629986,670205,Approved
908,1,Graduate,Yes,3415166,5048036,19,693,20738001,10257459,4181862,547897,Approved
909,2,Graduate,No,6069176,33075886,8,836,4953718,10515841,18634743,13802856,Approved
910,0,Graduate,No,2307212,11795307,11,709,4049150,2782199,30650743,9516483,Approved
911,4,Graduate,No,2359869,18492314,3,433,10435940,3111492,16616518,9784469,Rejected
912,1,Not Graduate,Yes,1300982,4564414,5,433,9569709,7580300,32922464,4341597,Rejected
913,2,Not Graduate,No,3455654,38440624,16,672,4251762,7535595,5202868,3884815,Approved
914,5,Not Graduate,Yes,2330798,31277882,8,820,1523838,8761591,33562004,11682568,Approved
915,3,Not Graduate,No,8345818,25477314,3,869,27532994,2609187,17419395,6448818,Approved
916,2,Not Graduate,No,9076419,28800455,7,666,19710451,17429653,11173473,1500817,Approved
917,3,Not Graduate,Yes,3830964,34547423,8,618,20877698,7036186,25069667,7192220,Rejected
918,4,Not Graduate,Yes,1035172,5922279,15,790,1928832,15834764,30519323,7667629,Approved
919,1,Graduate,Yes,1057057,9945433,3,887,23169177,7763866,36396825,8377938,Approved
920,3,Not Graduate,No,3382615,1763749,2,316,10605797,9160202,27564859,7892262,Rejected
921,5,Graduate,No,4742001,19467392,15,486,21768069,2174941,12328850,12604519,Rejected
922,3,Not Graduate,Yes,5378809,19670108,4,500,14270601,13127603,19695463,3591761,Rejected
923,2,Not Graduate,Yes,3180522,1464914,9,639,7066037,1160768,18104447,8671534,Approved
924,0,Graduate,Yes,3674224,26233044,14,477,7630790,14508787,30186003,13049325,Rejected
925,1,Graduate,Yes,2980117,648103,11,486,4093108,17103076,15618876,14387274,Rejected
926,5,Graduate,No,5272550,31380218,4,314,24143816,7015363,10973463,14185233,Rejected
927,3,Graduate,Yes,7029625,27953766,15,302,12496517,17220372,19106250,10684093,Rejected
928,1,Not Graduate,Yes,625516,32252938,2,570,22699140,13556650,26216238,1568093,Rejected
929,2,Not Graduate,No,4891389,4937110,6,899,24124456,50030,33176733,14531202,Approved
930,3,Not Graduate,Yes,6555983,34418709,4,477,4859541,3936201,198436,473946,Rejected
931,3,Not Graduate,No,6791016,21774083,11,444,9617996,12439359,22286834,8096012,Rejected
932,4,Graduate,No,5722092,34142845,15,458,3612689,13612127,2844004,6566639,Rejected
933,1,Graduate,Yes,5346390,27583493,14,884,278281,1817372,24303314,9973203,Approved
934,3,Not Graduate,No,6873470,26030597,4,698,28707557,13281918,24471212,11506523,Approved
935,2,Not Graduate,No,3908070,1563595,8,692,19207766,15716747,33516252,10847109,Approved
936,5,Not Graduate,No,5759127,27425874,4,413,13143620,1782665,7547943,3334309,Rejected
937,0,Graduate,Yes,3330745,17890663,8,843,5821835,17063510,31146717,11094781,Approved
938,0,Not Graduate,Yes,4491455,33590002,6,418,17196439,10341739,26998199,11139730,Rejected
939,2,Not Graduate,Yes,1416036,27118756,16,881,15796503,11962334,26073755,359115,Approved
940,3,Graduate,Yes,3631387,3214701,16,872,6485729,980945,24960727,9368579,Approved
941,4,Graduate,Yes,1592403,35177455,17,641,433009,11895215,21546836,1873872,Approved
942,2,Graduate,No,2419065,2765867,5,821,13647786,8816789,2495736,8261789,Approved
943,5,Graduate,No,4310747,12029820,2,900,14807530,7206741,31874413,3347519,Approved
944,2,Graduate,Yes,5100664,8799032,2,648,23228985,15138146,15385869,5268277,Approved
945,0,Not Graduate,Yes,9431506,38489288,18,761,11454006,4839698,4095694,3990969,Approved
946,0,Not Graduate,Yes,455314,6305275,19,654,2824898,1163941,24029686,12673578,Approved
947,5,Graduate,Yes,9005912,33406027,6,614,25619988,9685854,37132009,13308912,Approved
948,0,Not Graduate,No,3416760,9008965,18,501,12036108,14428232,27968479,11734871,Rejected
949,5,Not Graduate,Yes,7296820,25804895,12,693,21004781,2594114,9642973,10622267,Approved
950,1,Graduate,Yes,6843149,3841519,5,460,1255920,19102463,31990499,5340856,Rejected
951,0,Graduate,No,9714303,15663480,7,416,1048419,13041162,33187917,2106239,Rejected
952,1,Graduate,Yes,1265427,24725653,7,465,678087,18120854,12953361,8353078,Rejected
953,3,Not Graduate,Yes,9678428,28175527,16,306,22975101,9119685,20495840,6267418,Rejected
954,2,Not Graduate,Yes,816334,34501849,5,861,7007133,2389977,32799268,4151252,Approved
955,4,Not Graduate,No,8797606,32294776,5,454,23024718,3445469,6173776,3573886,Rejected
956,3,Not Graduate,Yes,6591350,20631305,15,780,27495423,9712551,13886773,2365679,Approved
957,2,Graduate,No,4922759,12189355,7,561,19305217,11413296,17889255,12198995,Rejected
958,3,Graduate,No,4098192,10540932,6,503,28686109,14242290,273884,13491615,Rejected
959,5,Not Graduate,Yes,1117248,39218939,17,437,27042535,15429360,6547415,9845049,Rejected
960,2,Graduate,No,8057886,24145603,19,793,21030165,11422709,23912231,2415065,Approved
961,0,Graduate,No,7333925,35917880,12,608,23374677,350191,9473409,919547,Rejected
962,2,Graduate,Yes,9385651,17302922,17,570,17560877,10275431,11607178,6123590,Approved
963,5,Graduate,No,7358109,19331656,17,695,6369951,15896835,4875747,1199067,Approved
964,1,Graduate,Yes,9578997,32669682,13,782,2992695,16445719,24964844,14006703,Approved
965,5,Graduate,Yes,8890702,28634933,17,694,11102985,16188408,10127626,13336450,Approved
966,3,Graduate,No,4370810,8170525,2,581,13827050,208654,25544775,9659214,Rejected
967,3,Not Graduate,Yes,7096468,20841149,2,837,10182765,8445075,32454228,4305919,Approved
968,1,Not Graduate,Yes,2790407,8667194,18,838,2968496,11964903,18764878,12761023,Approved
969,5,Not Graduate,Yes,7993272,30128478,4,880,14692817,4801662,35828851,9511840,Approved
970,0,Not Graduate,Yes,6164415,1473442,15,354,14509533,7948028,7694902,5258097,Rejected
971,1,Not Graduate,No,4515194,32717703,9,835,27753066,1888868,37698507,12934266,Approved
972,2,Graduate,No,6356291,36718911,16,416,27770419,3755183,12617966,3082624,Rejected
973,2,Not Graduate,Yes,2916433,1210324,14,672,17913912,112309,11870950,8346650,Approved
974,2,Not Graduate,No,6298980,25011276,3,695,24748218,19003810,38396240,10162164,Approved
975,0,Not Graduate,Yes,4853156,3401975,8,423,9106526,16678369,17872405,13345744,Rejected
976,1,Graduate,Yes,3353430,14418824,15,304,28207877,7833988,29301341,2020167,Rejected
977,0,Graduate,No,9760184,13489523,19,867,27398166,83965,31459023,4228563,Approved
978,3,Not Graduate,No,824767,20672233,17,835,3646284,6504098,17570648,12346557,Approved
979,2,Not Graduate,Yes,7625450,36270455,18,405,20377899,8420858,12461785,7344348,Rejected
980,3,Not Graduate,Yes,2258047,18394558,20,661,13320960,3278763,19260546,11096106,Approved
981,3,Not Graduate,No,2380696,15912324,18,391,7742943,12836681,15097612,11370873,Rejected
982,4,Graduate,No,1713310,3936941,13,640,11988756,19356659,16323560,4482127,Approved
983,3,Graduate,Yes,1203609,35090479,8,490,26379521,16371937,9301159,4871991,Rejected
984,3,Not Graduate,No,1414223,12636259,11,751,26896231,16607396,35862138,7331059,Approved
985,3,Not Graduate,No,8360208,18427409,17,644,10016595,16120142,22436798,410457,Rejected
986,3,Graduate,No,9277577,3918237,10,599,13438471,1357464,31226303,11748150,Approved
987,3,Graduate,Yes,5930832,11623034,17,709,15021748,10698859,25843254,1697412,Approved
988,1,Graduate,No,335706,21991329,15,585,21345817,10975625,13837308,13743181,Approved
989,1,Graduate,No,8672079,35605292,5,307,13945384,1957959,12482826,11448144,Rejected
990,4,Not Graduate,No,6098206,13192623,19,658,11521514,2859583,38508381,5176759,Approved
991,2,Graduate,Yes,5304543,22278294,18,767,26877658,10965090,949836,1062552,Approved
992,3,Not Graduate,Yes,9485244,34625206,13,594,10846215,13886159,11559801,11612879,Rejected
993,1,Graduate,No,4216017,14430984,5,405,7730803,4056672,28847586,6593346,Rejected
994,2,Not Graduate,Yes,3728521,11857215,6,304,9514637,9391218,21397500,2858666,Rejected
995,3,Graduate,No,7842218,2040754,17,478,9699226,1458983,24170613,6314842,Rejected
996,3,Not Graduate,No,5365561,35891959,2,761,16153724,2141545,845167,13282040,Approved
997,3,Not Graduate,Yes,7225430,4648578,11,493,19210661,11256367,8584752,10120647,Rejected
998,2,Not Graduate,No,7018680,8744406,13,874,3909252,10806554,23497136,10087875,Approved
999,5,Not Graduate,No,8426533,5760964,6,499,25800516,14551664,12334188,7564078,Approved
1000,3,Not Graduate,Yes,3308263,28034493,18,556,7374659,17667107,18441263,2245268,Rejected
1001,4,Not Graduate,No,905886,14601582,11,756,3343127,3685983,37518852,13959130,Approved
1002,4,Graduate,No,4880989,27934942,3,668,19448257,6619176,25015382,10875485,Approved
1003,3,Graduate,Yes,6546015,24107452,8,324,6107610,16603968,24703978,7573212,Rejected
1004,5,Graduate,No,8207608,891415,9,345,21826477,985628,7700917,10643647,Rejected
1005,0,Graduate,Yes,2817136,12357532,6,418,27587803,16068647,23342728,5334098,Rejected
1006,5,Not Graduate,Yes,7504486,460036,19,823,20152533,18337017,37633626,10911772,Approved
1007,5,Graduate,No,8355533,2868683,8,313,22619345,1938947,25075876,14228792,Rejected
1008,3,Graduate,Yes,8122805,18841733,11,343,14398154,2750904,30776726,5069698,Rejected
1009,4,Not Graduate,Yes,8119098,10680502,12,767,10070630,13274684,37414225,123280,Approved
1010,3,Graduate,Yes,9875934,3793298,6,674,17845290,9216008,35329926,10875063,Approved
1011,1,Graduate,No,6679258,16320321,12,891,10407172,19159288,13322475,12525248,Approved
1012,4,Not Graduate,Yes,3829209,18014731,8,431,25497554,10566736,11585977,12150579,Rejected
1013,1,Not Graduate,No,4477530,39196982,2,696,13663435,12708981,11011906,14333835,Approved
1014,1,Not Graduate,Yes,7521495,26232708,9,380,14520335,4599496,30193577,5102794,Rejected
1015,3,Not Graduate,Yes,2518038,15705087,13,654,19607565,6295058,14768305,13495410,Rejected
1016,5,Not Graduate,Yes,6107289,18853256,4,363,5509520,3441909,32242759,3056977,Rejected
1017,2,Not Graduate,Yes,5812769,3796460,16,845,16326296,2849296,31397204,8630874,Approved
1018,2,Graduate,Yes,6732727,15456752,14,550,21939526,2194894,26104010,13051834,Rejected
1019,0,Not Graduate,No,4328448,23079701,7,453,22585090,17319581,4741587,13456639,Rejected
1020,0,Graduate,Yes,7450765,1122382,13,891,6546027,1357132,27904838,9124202,Approved
1021,0,Graduate,No,900041,36349891,7,339,1576253,10019434,8107528,8027413,Rejected
1022,0,Not Graduate,No,7547367,20491184,14,780,5651552,9857655,21662859,6767691,Approved
1023,5,Not Graduate,No,8156505,31138472,4,606,23834085,1084529,8947224,12752902,Rejected
1024,5,Graduate,Yes,8880303,11103426,13,713,7724087,16335203,2431301,12932235,Approved
1025,4,Not Graduate,No,9243353,33079758,3,456,1689294,9713468,24945993,3521785,Rejected
1026,0,Not Graduate,No,3623352,14680499,2,829,17380163,2459120,17692581,1999282,Approved
1027,0,Not Graduate,No,654581,36686687,6,571,25636341,2496962,25150054,11964893,Rejected
1028,1,Graduate,No,6604117,20768327,5,551,6531614,13592009,19229010,11915593,Rejected
1029,3,Not Graduate,Yes,1084168,25252505,11,574,1258704,12021903,14577946,1466794,Rejected
1030,2,Graduate,No,2946846,8288724,5,478,4077537,8004842,10826737,7215072,Rejected
1031,2,Not Graduate,Yes,7084268,39300972,6,491,3719923,7860032,34517785,7445495,Rejected
1032,1,Graduate,No,6026773,7851459,3,384,5951686,683350,29582355,625106,Rejected
1033,4,Not Graduate,No,6145134,1604637,18,592,5243365,617940,18183763,9761507,Rejected
1034,1,Graduate,No,7561517,17541387,15,585,18537072,10397862,1243681,14297406,Rejected
1035,0,Graduate,Yes,1814293,33025716,6,528,6490777,7054946,38610813,3109391,Rejected
1036,4,Graduate,Yes,7951811,36410178,4,892,15956030,4888960,28958518,11437581,Approved
1037,5,Not Graduate,No,5948057,33894819,18,367,11691276,7354527,867204,1189906,Rejected
1038,0,Graduate,No,4317220,21979969,14,847,19041794,11741929,8242740,3156910,Approved
1039,2,Not Graduate,Yes,4743877,36234656,18,820,19074526,5688182,6666545,8308321,Approved
1040,4,Graduate,Yes,5185458,19587552,5,313,17253528,6776866,35388860,13578325,Rejected
1041,4,Graduate,Yes,5593527,19044243,8,721,25974758,5486179,37411178,13015759,Approved
1042,5,Not Graduate,No,3471728,7385437,4,425,5711112,12929174,16216775,13749579,Rejected
1043,2,Not Graduate,Yes,2385752,31180032,10,324,15263031,1062889,6972478,14517135,Rejected
1044,2,Graduate,Yes,1856556,12690912,5,817,15495451,17818965,25178038,11766844,Approved
1045,4,Graduate,No,3538923,7947151,2,369,4073135,10757475,10684950,5341499,Rejected
1046,0,Graduate,Yes,2753070,14786228,11,479,9291778,4744164,4741996,1869405,Rejected
1047,1,Not Graduate,No,5258149,23942705,20,358,27383818,14733588,10152707,12086556,Rejected
1048,3,Not Graduate,Yes,9138943,10884152,14,385,23299800,18232905,9952268,2739805,Rejected
1049,4,Graduate,No,1259353,14358890,16,337,12398162,1129274,2103535,7653508,Rejected
1050,0,Not Graduate,No,3227901,13240451,17,806,3215149,3963591,27463856,11084284,Approved
1051,3,Graduate,No,681687,23670007,20,335,18871166,2791977,13805475,509101,Rejected
1052,2,Graduate,Yes,9752642,28291690,4,756,8762102,1371480,21573933,13432944,Approved
1053,3,Not Graduate,Yes,7067506,26781972,6,394,9587437,14330992,21579901,4459290,Rejected
1054,5,Not Graduate,Yes,2566485,5833527,13,849,2822159,3738399,30202713,3160766,Approved
1055,0,Graduate,No,4259576,13905092,17,809,8412522,7440663,29882567,5466038,Approved
1056,5,Not Graduate,Yes,7286097,25721009,16,678,6232661,15809383,22085371,6774169,Rejected
1057,2,Graduate,Yes,9585671,8776541,15,797,989189,11868191,32851491,6680807,Approved
1058,4,Not Graduate,Yes,5824252,3023282,7,479,17069999,13144591,22317782,2275471,Rejected
1059,2,Graduate,No,2854922,12910166,8,770,28212153,1895362,1026524,2783296,Approved
1060,1,Graduate,No,7029327,26905907,3,433,3665447,18834182,33643752,7026715,Rejected
1061,4,Graduate,No,6920319,26327124,7,669,1526272,1604725,30165597,3329138,Approved
1062,4,Not Graduate,No,6510788,5387504,4,852,2927977,13770649,16647844,9445178,Approved
1063,0,Not Graduate,No,650486,26833470,19,734,15885433,12405357,15149561,13217221,Approved
1064,4,Graduate,Yes,7126136,7921615,3,462,24034004,8005046,35085753,272756,Rejected
1065,4,Not Graduate,Yes,392320,29359624,8,743,9010380,16259638,16691302,531077,Approved
